"sActivityName" "iSubjectIndex" "tBodyAcc-mean()-X-AvgByActBySubject" "tBodyAcc-mean()-Y-AvgByActBySubject" "tBodyAcc-mean()-Z-AvgByActBySubject" "tBodyAcc-std()-X-AvgByActBySubject" "tBodyAcc-std()-Y-AvgByActBySubject" "tBodyAcc-std()-Z-AvgByActBySubject" "tGravityAcc-mean()-X-AvgByActBySubject" "tGravityAcc-mean()-Y-AvgByActBySubject" "tGravityAcc-mean()-Z-AvgByActBySubject" "tGravityAcc-std()-X-AvgByActBySubject" "tGravityAcc-std()-Y-AvgByActBySubject" "tGravityAcc-std()-Z-AvgByActBySubject" "tBodyAccJerk-mean()-X-AvgByActBySubject" "tBodyAccJerk-mean()-Y-AvgByActBySubject" "tBodyAccJerk-mean()-Z-AvgByActBySubject" "tBodyAccJerk-std()-X-AvgByActBySubject" "tBodyAccJerk-std()-Y-AvgByActBySubject" "tBodyAccJerk-std()-Z-AvgByActBySubject" "tBodyGyro-mean()-X-AvgByActBySubject" "tBodyGyro-mean()-Y-AvgByActBySubject" "tBodyGyro-mean()-Z-AvgByActBySubject" "tBodyGyro-std()-X-AvgByActBySubject" "tBodyGyro-std()-Y-AvgByActBySubject" "tBodyGyro-std()-Z-AvgByActBySubject" "tBodyGyroJerk-mean()-X-AvgByActBySubject" "tBodyGyroJerk-mean()-Y-AvgByActBySubject" "tBodyGyroJerk-mean()-Z-AvgByActBySubject" "tBodyGyroJerk-std()-X-AvgByActBySubject" "tBodyGyroJerk-std()-Y-AvgByActBySubject" "tBodyGyroJerk-std()-Z-AvgByActBySubject" "tBodyAccMag-mean()-AvgByActBySubject" "tBodyAccMag-std()-AvgByActBySubject" "tGravityAccMag-mean()-AvgByActBySubject" "tGravityAccMag-std()-AvgByActBySubject" "tBodyAccJerkMag-mean()-AvgByActBySubject" "tBodyAccJerkMag-std()-AvgByActBySubject" "tBodyGyroMag-mean()-AvgByActBySubject" "tBodyGyroMag-std()-AvgByActBySubject" "tBodyGyroJerkMag-mean()-AvgByActBySubject" "tBodyGyroJerkMag-std()-AvgByActBySubject" "fBodyAcc-mean()-X-AvgByActBySubject" "fBodyAcc-mean()-Y-AvgByActBySubject" "fBodyAcc-mean()-Z-AvgByActBySubject" "fBodyAcc-std()-X-AvgByActBySubject" "fBodyAcc-std()-Y-AvgByActBySubject" "fBodyAcc-std()-Z-AvgByActBySubject" "fBodyAccJerk-mean()-X-AvgByActBySubject" "fBodyAccJerk-mean()-Y-AvgByActBySubject" "fBodyAccJerk-mean()-Z-AvgByActBySubject" "fBodyAccJerk-std()-X-AvgByActBySubject" "fBodyAccJerk-std()-Y-AvgByActBySubject" "fBodyAccJerk-std()-Z-AvgByActBySubject" "fBodyGyro-mean()-X-AvgByActBySubject" "fBodyGyro-mean()-Y-AvgByActBySubject" "fBodyGyro-mean()-Z-AvgByActBySubject" "fBodyGyro-std()-X-AvgByActBySubject" "fBodyGyro-std()-Y-AvgByActBySubject" "fBodyGyro-std()-Z-AvgByActBySubject" "fBodyAccMag-mean()-AvgByActBySubject" "fBodyAccMag-std()-AvgByActBySubject" "fBodyBodyAccJerkMag-mean()-AvgByActBySubject" "fBodyBodyAccJerkMag-std()-AvgByActBySubject" "fBodyBodyGyroMag-mean()-AvgByActBySubject" "fBodyBodyGyroMag-std()-AvgByActBySubject" "fBodyBodyGyroJerkMag-mean()-AvgByActBySubject" "fBodyBodyGyroJerkMag-std()-AvgByActBySubject"
"LAYING" 8 2.57711442407407 2970.75925925926 2401.72222222222 3102.74074074074 3461.72222222222 3953.74074074074 3667.94444444444 3958.98148148148 3455.87037037037 3776.01851851852 2704.7037037037 4080.48148148148 -3.95211431851852 2756.81481481481 4713.46296296296 3157.16666666667 2224.2962962963 4625.83333333333 3583.92592592593 3216.5 3274.53703703704 3337.87037037037 3636.27777777778 3483.40740740741 -0.261370209259259 4652.87037037037 4249.72222222222 4898.59259259259 2196.27777777778 4718.46296296296 3539.96296296296 3426.87037037037 4055.40740740741 3704.40740740741 3128.62962962963 3627.57407407407 0.110511034166667 -0.481263666666667 3575.07407407407 3588.48148148148 4301.22222222222 3734.75925925926 3731.18518518519 3414.68518518519 4784.14814814815 0.969029111666667 3354.85185185185 4611.74074074074 4167.5 5672.11111111111 5357.96296296296 5568.7962962963 2887.55555555556 3202.22222222222 3645.77777777778 4163.01851851852 5187 5566.87037037037 3035.40740740741 2841.94444444444 4965.96296296296 4761.62962962963 -9.97986193148148 5684.85185185185 4443.33333333333 0.972720118333333
"SITTING" 8 2.73781857608696 2687.13043478261 3120.91304347826 4140.45652173913 3917.91304347826 3718.0652173913 3602.71739130435 4009.08695652174 3519.78260869565 3355.13043478261 4125.5 3594.13043478261 -5.35356997826087 3993.28260869565 2480.32608695652 2897.26086956522 4834.08695652174 4987.0652173913 3272.32608695652 4101.10869565217 3788.41304347826 3510.54347826087 4041.60869565217 3433.82608695652 0.756108547826087 3879.36956521739 3568.45652173913 4076.47826086957 3379.97826086957 4551.95652173913 3710.39130434783 4034.73913043478 4160.5 4236.82608695652 3001.9347826087 4198.0652173913 0.152781689847826 -2.91395290869565 4055.41304347826 3688.21739130435 3318.73913043478 3590.13043478261 3816.19565217391 3857.73913043478 5770.4347826087 0.986756670869565 3082.71739130435 3908.47826086957 4842.65217391304 5487.10869565217 5436.58695652174 5157.08695652174 3004.5652173913 3058.5652173913 3222.84782608696 4585.91304347826 5321.45652173913 5532.36956521739 2862.47826086957 3140.95652173913 5480.63043478261 5414.23913043478 -9.97947070434783 4906.52173913043 4897.91304347826 0.980998310434783
"STANDING" 8 2.79620986111111 2675.48148148148 3168.92592592593 4964.83333333333 3578.98148148148 3783.59259259259 3478.64814814815 3462.42592592593 3646 2458.83333333333 3146.5 4112.98148148148 -5.21762397962963 3742.53703703704 4162.83333333333 4565.27777777778 4967.62962962963 4790.46296296296 3630.87037037037 3764.22222222222 3576.37037037037 3835.66666666667 4455.90740740741 3688.46296296296 0.0623664722222222 4941.2962962963 3887.38888888889 4807.62962962963 2623.5 5001.98148148148 4404.94444444444 3771.53703703704 4202.25925925926 4271.59259259259 2917.37037037037 3654.61111111111 0.234871223048148 -2.53976810925926 3985.55555555556 3515.2037037037 4231.12962962963 4177.77777777778 3593.33333333333 3676.09259259259 5415.37037037037 0.982460332222222 2984.66666666667 3873.72222222222 4148.38888888889 5080.01851851852 5219.81481481481 5130.24074074074 3233.62962962963 2962.51851851852 3624.85185185185 4274.25925925926 5039.72222222222 5411.62962962963 3053.77777777778 3170.96296296296 5585.11111111111 5386.81481481481 -9.99017475925926 5533.12962962963 4907.96296296296 0.985066328148148
"WALKING" 8 2.7468631 5233.91666666667 4567.10416666667 2539.79166666667 6464.875 3125.5 4200.91666666667 3418.27083333333 3619.02083333333 3977.35416666667 5069 3956.875 -4.12995182708333 2878.0625 2802.04166666667 3319.6875 2536.83333333333 2269.91666666667 3821.8125 3897.5625 3759.04166666667 3369.875 3770.1875 3415 3.524522975 2505.33333333333 4019.64583333333 2573.4375 4720.75 1690.3125 3240.10416666667 3763.6875 5012.64583333333 3653.45833333333 4278.25 4421.33333333333 -0.0167595107770833 -1.71576236875 3693.66666666667 3508.35416666667 3506.8125 4246.47916666667 4187.60416666667 3392.22916666667 1824.85416666667 0.502957255416667 2956.85416666667 2793.0625 3218 1860.54166666667 1768.70833333333 1566.97916666667 3114.77083333333 3231.83333333333 3559.125 3206.85416666667 2118.70833333333 1796.16666666667 2348.20833333333 2940.14583333333 822.604166666667 898.4375 -8.89904072916667 805.604166666667 2261.41666666667 0.656293002916667
"WALKING_DOWNSTAIRS" 8 2.83484089210526 4446.07894736842 4931.8947368421 4838.65789473684 6856.92105263158 5315.07894736842 4412.26315789474 3670.81578947368 3917.71052631579 3695.92105263158 3141.47368421053 3556.94736842105 -3.32397104736842 2679.52631578947 3584.57894736842 3418.89473684211 2972.42105263158 2577.21052631579 3486.21052631579 3785.44736842105 3202.92105263158 3293.60526315789 3458.71052631579 3420.39473684211 3.09449076052632 2639.65789473684 4189.76315789474 2289.18421052632 4774.42105263158 2479.26315789474 3479.94736842105 3527.57894736842 5480.5 3614.42105263158 3971.28947368421 5770.42105263158 0.0409143773289474 -1.78507531578947 3799.05263157895 3903.84210526316 3139.73684210526 3624.76315789474 3521.15789473684 3496.89473684211 2147.42105263158 0.188505496631579 3248.78947368421 3252.5 3400.65789473684 1881.36842105263 1959.55263157895 1669.42105263158 3187.18421052632 2948.84210526316 3673.57894736842 2555.5 1685.73684210526 1813.39473684211 3048.02631578947 2531.76315789474 235.684210526316 248.842105263158 -9.03255957631579 741.657894736842 2022.28947368421 0.347298474631579
"WALKING_UPSTAIRS" 8 2.76528606341463 5415.80487804878 4466.58536585366 2609.43902439024 6406.85365853659 5081.90243902439 3071.65853658537 3755.19512195122 3562.07317073171 3460.34146341463 3697.78048780488 3939.75609756098 -7.04661695365854 5498.24390243902 3779.78048780488 4551.82926829268 2942.14634146341 2249.60975609756 3700.87804878049 3792.9512195122 3094.60975609756 3106.60975609756 3567.90243902439 4018.09756097561 2.53312546341463 3048.39024390244 3388.43902439024 2944.51219512195 3950.80487804878 2145.26829268293 3742.12195121951 3761.43902439024 5406.80487804878 3369.17073170732 4509.0243902439 5841.9512195122 0.0221200404878049 -0.671514858536585 3040 3288.19512195122 3754.0487804878 3952.24390243902 3536.87804878049 4239 1487.73170731707 0.493975031707317 3428.36585365854 2759.70731707317 3204.26829268293 1692.26829268293 2006.34146341463 1866.39024390244 3067.19512195122 3343.07317073171 3633.78048780488 3150.58536585366 2551.80487804878 1507.56097560976 2452.34146341463 3197 806.19512195122 727.560975609756 -6.27332191463415 3581.70731707317 2432.51219512195 0.693572460243902
"LAYING" 9 2.591955368 8504.8 8169.58 8376.12 8546.88 8846.36 8918.02 8780.4 8922.14 8577.02 9069.94 9143.82 -3.769579606 8442.5 8753.1 8558.74 9133.84 9272.54 8879.66 8926.22 8808.92 8969.94 8791.2 8757.4 3.101938322 8725.28 8747.06 8960.14 8644.32 9139.08 8801.68 8817.32 8894.2 8792 8986.76 8765.58 0.053912321748 -0.931869086 8898.08 8807.98 8911.18 8685.48 8817.86 8842.58 8824 0.9528015598 5366.5 7874.02 8350.98 9048.78 9028.1 9077.44 5501.66 5906.74 7067.86 8538.12 9040.76 9184.46 5627.44 7007.36 8337.16 8474.06 -9.993436984 9176.94 8579.32 0.984475588
"SITTING" 9 2.432350884 8646.36 8548 8979.72 8655.88 8638.84 8855.14 8868.68 8970.04 9119.36 8884.34 8849.52 -6.842639886 9340.32 8566.4 8944.84 8711.94 9220.16 8701.52 8615.52 8936.78 8863.46 8895.5 8849.42 3.02869632 8914.64 8734.58 8914.32 8648.12 9270.3 8865.06 8987.86 8882.82 8669.08 8993.3 8936.58 0.0077127233 0.78800043 8678.12 8756.94 8878.16 8792.14 8790.08 8835.7 9010.02 0.9663610734 5485.08 8118.54 8406.02 8845.68 9247.64 9109.5 6707.24 6370.12 7326.32 8604.94 9056 9079.46 4970.6 6446.06 8167.26 7900.86 -9.98945912 8904.18 8771.52 0.9655241204
"STANDING" 9 2.82310057333333 8634.64444444444 8793.44444444445 9115.91111111111 8897.53333333333 8784.93333333333 8747.33333333333 8643.88888888889 8679.4 8437.66666666667 8856.68888888889 8631.48888888889 -5.52059178666667 8827.44444444445 8357.51111111111 9184.77777777778 8948.53333333333 9265.28888888889 8967.04444444444 8669.22222222222 8608.13333333333 8888.55555555555 8672.51111111111 9137.51111111111 2.84556036222222 8758.77777777778 8479.22222222222 8731.68888888889 8840.84444444444 9493.95555555556 8673.6 8723.64444444444 8726.86666666667 8720.51111111111 8508.44444444445 8829.28888888889 0.134256407155556 -2.18603326888889 8790.48888888889 8859.95555555556 8724.31111111111 8854.97777777778 8782.22222222222 8924.91111111111 8864.84444444444 0.965287050888889 4747.73333333333 7656.02222222222 8697.82222222222 8941.48888888889 9385.71111111111 9108.57777777778 6114.17777777778 6361.26666666667 6763.75555555556 8798.2 9219.46666666667 9160.93333333333 4888.51111111111 6803.02222222222 8078.48888888889 7865.48888888889 -9.97751704 9087.64444444444 8872.66666666667 0.994321527333333
"WALKING" 9 2.78502842115385 9168.78846153846 9232.53846153846 8215.46153846154 7786.36538461538 8394.51923076923 8816.5 8756.96153846154 8742.86538461538 9113.48076923077 8799.07692307692 8772.44230769231 -5.810116975 9301.59615384615 8197.61538461538 8895.63461538462 8452.53846153846 8338.88461538462 8841.86538461538 8612.51923076923 8845.88461538462 8767.5 8642.11538461538 8853.86538461538 3.28134692692308 8560.75 9074.55769230769 8494.5 9283.26923076923 8197.53846153846 8784.03846153846 8705.63461538462 8227.42307692308 8910.21153846154 9164.07692307692 8596.11538461538 -0.0243787739538462 0.0371976634615385 8966.59615384615 8834.82692307692 8756.07692307692 8856.15384615385 8992.57692307692 8918.5 8320.94230769231 0.599866472692308 6686.57692307692 8084.21153846154 8445.57692307692 7994.96153846154 7992.84615384615 7907.13461538462 7566.94230769231 7607.07692307692 8100.23076923077 8610.69230769231 8262.21153846154 7953.21153846154 6466.94230769231 7069.94230769231 7316.65384615385 7281.80769230769 -8.90485079423077 7689.19230769231 8321.28846153846 0.798728374423077
"WALKING_DOWNSTAIRS" 9 2.95923445 9270.07142857143 9246 9772 8286.02380952381 9066.59523809524 8977.92857142857 8831.45238095238 8521.88095238095 8669.90476190476 8745.2380952381 9092.85714285714 -6.01976977380952 9345.42857142857 8360.07142857143 8943 8875.47619047619 8238.80952380952 8764.2380952381 8687.30952380952 8815.92857142857 8852.38095238095 8670.7380952381 8713.42857142857 2.42210798809524 8842.47619047619 9232.38095238095 8245.35714285714 8802.7619047619 8696.54761904762 8956.57142857143 8969.33333333333 9324.33333333333 9174.59523809524 8305.59523809524 9424.2619047619 0.167545842642857 -1.82493748571429 8802.52380952381 8811.59523809524 8880.2619047619 8996.85714285714 8806.90476190476 8882.19047619048 8334.07142857143 0.455855425238095 6749.78571428571 8188.19047619048 8705.80952380952 8042.38095238095 8033.83333333333 7902.90476190476 7670.07142857143 7533.95238095238 8152.90476190476 8354.5 8076.61904761905 7925.14285714286 6256.2380952381 7129.57142857143 7193 7129.38095238095 -9.32451143809524 7729.2619047619 8669.71428571429 0.192182996824762
"WALKING_UPSTAIRS" 9 2.62436475714286 9154.81632653061 9040.97959183673 8368.59183673469 7904.22448979592 7988.63265306122 8990.83673469388 8836.24489795918 8718.57142857143 8639.04081632653 8621.85714285714 8814.44897959184 -7.43596129591837 9733.18367346939 8655.65306122449 9327.83673469388 8766.22448979592 8214.12244897959 8873.59183673469 8761.48979591837 8695.44897959184 8973.10204081633 8860.38775510204 8763.83673469388 3.75414637142857 8464.34693877551 8762.97959183673 8821.04081632653 8855.5306122449 8495.22448979592 8859.81632653061 8838.38775510204 8336.38775510204 8569.65306122449 9146.77551020408 8525.77551020408 -0.00687601737959184 -1.55101026530612 8854.79591836735 8899.4693877551 8772.4693877551 8850.63265306122 8951.02040816327 8755.20408163265 8124.83673469388 0.748651255510204 6717.42857142857 8058.32653061224 8624.89795918367 7908.67346938776 7957.57142857143 8121.65306122449 7359.83673469388 7598.4693877551 8216.04081632653 8462.75510204082 8121.14285714286 8177.20408163265 6268.40816326531 7142.36734693878 7776.24489795918 7839.48979591837 -9.51233541836735 7469.26530612245 8466.89795918367 0.811000715102041
"LAYING" 10 2.92108041724138 8398.93103448276 8168.86206896552 8721.58620689655 9040.65517241379 9228.79310344828 8892.34482758621 8995.81034482759 8914.48275862069 8893.03448275862 9024.01724137931 9008.51724137931 -3.04964454310345 8371.24137931034 8746.74137931034 8716.53448275862 9031.37931034483 9241.29310344828 8882.56896551724 8816.27586206897 8719.79310344828 8772.27586206897 8695.87931034483 8774 2.54235893103448 9258.34482758621 8304.31034482759 9043.84482758621 8771.06896551724 9132.37931034483 8693.18965517241 8710.13793103448 8804.18965517241 8884.48275862069 8509.39655172414 9040.22413793103 0.2207255631 -2.64768948793103 8823.3275862069 8979.05172413793 8850.20689655172 8735.1724137931 8843.37931034483 8901.56896551724 8913.1724137931 0.959632931551724 4349.62068965517 7375.91379310345 9069.34482758621 9192.37931034483 9190.5 9323.58620689655 5890.05172413793 6319.77586206897 7136.15517241379 8677 9181.03448275862 8932.56896551724 4344.74137931035 5185.63793103448 8248.24137931034 8263.56896551724 -9.82759020689655 9369.20689655172 9313.10344827586 0.984966715172414
"SITTING" 10 2.70612056481481 8495.11111111111 8213.03703703704 9106.24074074074 9095.75925925926 9404.64814814815 8942.48148148148 8765.14814814815 8753.18518518518 9130.05555555555 9190.42592592593 8562.33333333333 -4.6284329037037 8792 8938.53703703704 8794.37037037037 8834.74074074074 9255.14814814815 8956.24074074074 8666.77777777778 8804.62962962963 8667.7962962963 8844.27777777778 8769.55555555555 -0.704596159259259 9430.40740740741 8505.31481481482 9241.05555555555 8397.51851851852 8994.66666666667 8815.48148148148 8488.46296296296 9311.74074074074 8966.51851851852 8368.75925925926 8978.14814814815 0.229528370462963 -1.8671100962963 8704.59259259259 8997.01851851852 8842.03703703704 8922.2962962963 8723.62962962963 8694.72222222222 9907.57407407407 0.991696196481481 4692.25925925926 7391.05555555556 8907.38888888889 9349.16666666667 9536.81481481482 9287.35185185185 5484.22222222222 5534.09259259259 6904.37037037037 9159.55555555555 9550.75925925926 9461.51851851852 3747.98148148148 4002.64814814815 7636.62962962963 7771.16666666667 -9.97330076851852 9228.92592592593 9489.25925925926 0.987216543888889
"STANDING" 10 2.76650300681818 8711.29545454545 8608.38636363636 8926.65909090909 8624.15909090909 8884.86363636364 8715.75 8929.77272727273 8669.13636363636 8490.77272727273 8913.31818181818 8638.5 -5.60929054772727 8894.27272727273 8664.47727272727 8825.47727272727 8801.45454545455 9237.86363636364 8894.40909090909 8818.18181818182 8738.86363636364 8742.18181818182 8872.86363636364 8851.13636363636 -1.03975284318182 9320.65909090909 8517.72727272727 8690.31818181818 8890.84090909091 9182.95454545455 8880.75 8758.93181818182 8722.56818181818 8905.06818181818 8345.18181818182 8787.15909090909 0.228496338181818 -2.97585918181818 8826.11363636364 8611.29545454545 8734.20454545455 8816.79545454545 8718.95454545455 8745.36363636364 8981.31818181818 0.964409410454545 5710.25 7637.5 8399.5 8716.68181818182 9014.36363636364 9018.88636363636 6908.31818181818 6360.31818181818 6616.90909090909 8244.70454545455 8752.86363636364 8987.95454545455 5306.86363636364 6574.25 8086.40909090909 8411.59090909091 -9.99267474545455 8917.72727272727 8936.36363636364 0.995090163181818
"WALKING" 10 2.78574076603774 9051.20754716981 9224.60377358491 8359.77358490566 9349.47169811321 8693.88679245283 8829.16981132075 8650.67924528302 8549.71698113207 8623.28301886793 8504.69811320755 8850.15094339623 -0.060554779245283 8145.54716981132 8590.96226415094 8407.7358490566 8690.03773584906 8359.39622641509 8857.41509433962 8950.66037735849 8794.54716981132 8736.49056603774 8687.45283018868 8890.16981132075 3.40441491886792 8462.54716981132 9164.56603773585 8026.66037735849 9082.37735849057 8236.94339622642 8807.03773584906 8725.92452830189 8285.41509433962 8500.79245283019 8710.54716981132 8559.90566037736 0.161347628628302 -1.6334267 8960.20754716981 8895.77358490566 8762.37735849057 8881.45283018868 8932.09433962264 8983.18867924528 8270.24528301887 0.501027916603774 6873.64150943396 8142.60377358491 8643.28301886793 8014.90566037736 7950.49056603774 8044.18867924528 7512.66037735849 7618.41509433962 7996.64150943396 8363.54716981132 8098.98113207547 7918.64150943396 6359.30188679245 7218.05660377359 7338.64150943396 7135.39622641509 -9.28382419245283 7512.79245283019 8249.45283018868 0.660460493207547
"WALKING_DOWNSTAIRS" 10 3.11313043157895 9117.68421052631 9161.76315789474 9726.07894736842 8934.52631578947 8506.57894736842 8780.92105263158 8730.5 8990.94736842105 8639.52631578947 9156.86842105263 8677.05263157895 -4.22920704210526 8631.84210526316 8737.81578947369 8593.21052631579 8652.84210526316 8551.55263157895 8634.52631578947 9071.07894736842 8754.42105263158 8866.31578947369 8655.71052631579 8863.68421052631 2.75419489210526 9085.55263157895 9376.97368421053 8026.71052631579 9006.13157894737 8118.02631578947 8672.52631578947 8831.05263157895 9769.36842105263 8856.15789473684 8938.78947368421 9671.18421052631 0.0235438078421053 0.222596218421053 8845.26315789474 8892.52631578947 8671.63157894737 9017.84210526316 8831.65789473684 9138 8322.81578947369 0.494105756315789 6804.05263157895 8063.02631578947 8612.3947368421 8034.84210526316 8027.47368421053 7904.31578947368 7459.1052631579 7680.68421052632 8005.13157894737 8320.57894736842 8053.63157894737 7941.78947368421 6314.86842105263 7053.15789473684 7209.63157894737 6982.8947368421 -8.24282172105263 7553.86842105263 8492.8947368421 0.322593119763158
"WALKING_UPSTAIRS" 10 2.67121853404255 9302.70212765958 9163.68085106383 8272.10638297872 8907.70212765958 9462.82978723404 8548.02127659574 8700.6170212766 8892.97872340426 8989.23404255319 9148.08510638298 8654.55319148936 -7.14005516382979 9546.53191489362 8457.8085106383 8589.42553191489 8550.59574468085 8460.68085106383 8773.89361702128 8878.14893617021 8871.04255319149 8745.59574468085 8923.91489361702 8984.48936170213 2.86569278085106 8239.57446808511 8652.8085106383 8319.42553191489 8827.70212765958 8349.14893617021 8882.57446808511 8960.42553191489 8739.08510638298 8831.59574468085 9299.51063829787 8700.87234042553 -0.0182110464404255 1.43492074042553 8770.46808510638 8944.53191489362 8728.85106382979 8818.04255319149 8803.87234042553 8906.1914893617 8283 0.618272355319149 6993.53191489362 7942.10638297872 8516.17021276596 7998.14893617021 8041.36170212766 7976.93617021277 7558.72340425532 7583.72340425532 7891.23404255319 8642.97872340426 8131.8085106383 8003.70212765957 6388.06382978723 7179.02127659574 7393.95744680851 7335.87234042553 -9.33760390638298 7851.91489361702 8459.40425531915 0.679176666595745
"LAYING" 11 2.80592970877193 2090.38596491228 2385.59649122807 4007.10526315789 4380.1052631579 4318.78947368421 3716.66666666667 3642.26315789474 3044.45614035088 3909.9649122807 3384.64912280702 5156.54385964912 -4.09474523333333 2646.68421052632 2361.9298245614 3744.28070175439 3253.94736842105 4838.66666666667 3482.0701754386 3572 3965.68421052632 3542.22807017544 3390.14035087719 3923 -1.90813828070175 4909.63157894737 2703.12280701754 4192.01754385965 2710.64912280702 4246.49122807018 3004.26315789474 3011.08771929825 4819.78947368421 3516.84210526316 2453.26315789474 3867.36842105263 0.248159012561404 -3.43322699298246 3603.59649122807 3758.22807017544 3824.50877192982 3897.52631578947 3582.80701754386 3544.82456140351 6002.26315789474 0.984476476666667 3153.68421052632 4730.22807017544 5313.63157894737 5392.12280701754 5697.22807017544 5861 3399.19298245614 3267.68421052632 3899.9649122807 4521.0701754386 5334.87719298246 5635.78947368421 3102.66666666667 2928.89473684211 5846.19298245614 5767.78947368421 -9.97523265263158 5447.15789473684 5375.38596491228 0.998294025614035
"SITTING" 11 2.76590197358491 3080.98113207547 2751.83018867925 3529.03773584906 3222.69811320755 4018.67924528302 3354.58490566038 3346.45283018868 3592.01886792453 4469.77358490566 2654.81132075472 3729.11320754717 -4.12892452075472 2657.03773584906 2243 3540.79245283019 2882.84905660377 4877.67924528302 4007.81132075472 3643.05660377358 3524.77358490566 3457.20754716981 3374.67924528302 3333.60377358491 0.281011016981132 4894.30188679245 3152.45283018868 4278.77358490566 3762.98113207547 4331.32075471698 3673.11320754717 3817.56603773585 3946.83018867925 3683.30188679245 3183.79245283019 3680.90566037736 0.143113828509434 -1.34337598113208 3867.88679245283 3519.92452830189 3984.47169811321 3882.11320754717 3687.62264150943 3898.94339622642 5364.67924528302 0.986256664716981 2878.52830188679 3188.77358490566 4037.41509433962 4349.32075471698 4821.98113207547 4811.84905660377 3403.67924528302 3157.69811320755 3250.62264150943 3730.58490566038 4617.67924528302 4879.50943396226 2549.09433962264 2744.79245283019 5268.98113207547 5482.83018867925 -9.97962684339623 4807.1320754717 4437.66037735849 0.992229676792453
"STANDING" 11 2.77715562765957 2307.1914893617 1689.97872340426 4058.27659574468 3443.48936170213 4668.87234042553 3081.51063829787 3953.89361702128 3375.12765957447 4073.25531914894 5629.17021276596 4217.93617021277 -3.68572894680851 3598.21276595745 4572.8085106383 3229.78723404255 3953.04255319149 5098.08510638298 3999.1914893617 3464.08510638298 4163.02127659574 3768.10638297872 3397.76595744681 3644.12765957447 -2.36212748510638 5113.25531914894 1781.70212765957 4640.82978723404 3038.97872340426 4578.97872340426 3289.59574468085 3785.25531914894 4508.76595744681 3913.1914893617 2427.87234042553 3979.6170212766 0.237971029531915 -2.54915250212766 3823.51063829787 3652.8085106383 3851.36170212766 3594.51063829787 4129.89361702128 3938.36170212766 5584.3829787234 0.992579166595745 2954.36170212766 3529.74468085106 3331.17021276596 5089.40425531915 5262.93617021277 5116.02127659574 3659.34042553192 3182.70212765957 3450.76595744681 3769.34042553192 4993.70212765957 5159.04255319149 2715.93617021277 2796.63829787234 5953.04255319149 6093.51063829787 -9.99590056382979 5365.74468085106 5317.87234042553 0.999163978723404
"WALKING" 11 2.71821892881356 4295.06779661017 4744.66101694915 3118.96610169492 2873.96610169492 4557.06779661017 3346.98305084746 3587.8813559322 3733.76271186441 3592.81355932203 1477.66101694915 4459.83050847458 -2.18178574915254 3005.8813559322 3231.45762711864 2471.10169491525 3636.08474576271 2444.71186440678 3780.57627118644 3728.5593220339 3874.86440677966 3445.64406779661 3961.1186440678 3306 2.99969128644068 2763.45762711864 4668.91525423729 1644.64406779661 4004.06779661017 2462.4406779661 3918.20338983051 3162.08474576271 4019.20338983051 3213.22033898305 4431.57627118644 1241.77966101695 -0.115522683205085 2.0892660661017 3591.42372881356 3824.35593220339 3812.23728813559 3468.27118644068 3973.77966101695 3825.8813559322 2440.50847457627 0.753671416101695 2954.57627118644 3056.77966101695 2736.89830508475 2076.69491525424 1739.38983050847 1639.66101694915 3206.5593220339 3505.69491525424 3887.69491525424 3273.74576271186 1956.28813559322 1425.28813559322 2625.35593220339 3121.61016949153 2740.5593220339 2577.89830508475 -9.74003733898305 2389.1186440678 2562.96610169492 0.864180047288136
"WALKING_DOWNSTAIRS" 11 2.91605631956522 5158.39130434783 4975.65217391304 5853.10869565217 5410.0652173913 3490.84782608696 3686.9347826087 3960.95652173913 3586.02173913043 3315.02173913043 3657.5652173913 3921.9347826087 -5.21034561956522 3646.0652173913 3590.80434782609 2638.91304347826 3961.54347826087 2359.95652173913 3733.63043478261 3738.39130434783 3458.23913043478 3550.58695652174 3210.21739130435 3045.10869565217 3.43436737173913 2679.67391304348 3325.36956521739 3211.30434782609 4196.21739130435 2145.23913043478 3949.97826086957 3517.78260869565 5366.95652173913 4146.97826086957 4026.58695652174 4793.08695652174 -0.184342541817391 1.07217486521739 3969.78260869565 3532.10869565217 4050.41304347826 3937.76086956522 3841.02173913043 3488.58695652174 2432.86956521739 0.677750588478261 2684.86956521739 3158.9347826087 2974.71739130435 2380.04347826087 1593.41304347826 1734.9347826087 3041.17391304348 2469.67391304348 3208.54347826087 2797.97826086957 2023.78260869565 1602.84782608696 3110.28260869565 2745.15217391304 2179.32608695652 2374.89130434783 -9.42238099782609 1528.0652173913 2411.76086956522 0.440333896304348
